Sample,Year,Area,pH,Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),rho_(input),redox_(input),redox_(input),redox_(input),Br-,Br3-,BrO-,BrO3-,BrO4-,CO,CO2,CO3-2,Ca(CO3),Ca(HCO3)+,Ca(HSiO3)+,Ca+2,CaCl+,CaCl2,CaF+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,F-,Fe+2,Fe+3,FeCl+,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCO3-,HCl,HClO,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSO3-,HSO4-,HSO5-,HSiO3-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg(CO3),Mg(HCO3)+,Mg(HSiO3)+,Mg+2,MgCl+,MgF+,MgOH+,MgSO4,N2,N2O2-2,NH3,NH4+,NO2-,NO3-,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SO2,SO3-2,SO4-2,SiF6-2,SiO2,akermanite,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,halite,hematite,huntite,hydromagnesite,magnesite,magnetite,merwinite,monticellite,nesquehonite,periclase,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,%CI of mean,%CI of total,Charge imbalance,IS (molal),Mean charge,Sigma(mz) anions,Sigma(mz) cations,Total charge,stoichiometric IS (molal),Log(Br- x H+**1),Log(Br3- x H+**1),Log(BrO3- x H+**1),Log(BrO4- x H+**1),Log(CN- x H+**1),Log(Ca+2 / H+**2),Log(Cl- x H+**1),Log(ClO- x H+**1),Log(ClO2- x H+**1),Log(ClO3- x H+**1),Log(ClO4- x H+**1),Log(F- x H+**1),Log(Fe+2 / H+**2),Log(Fe+3 / H+**3),Log(HCO3- x H+**1),Log(HS- x H+**1),Log(HSO5- x H+**1),Log(K+ / H+**1),Log(Li+ / H+**1),Log(Mg+2 / H+**2),Log(N2H5+ / H+**1),Log(N2O2-2 x H+**2),Log(NH4+ / H+**1),Log(NO2- x H+**1),Log(NO3- x H+**1),Log(Na+ / H+**1),Log(OCN- x H+**1),Log(S2-2 x H+**2),Log(S2O3-2 x H+**2),Log(S2O4-2 x H+**2),Log(S2O5-2 x H+**2),Log(S2O6-2 x H+**2),Log(S2O8-2 x H+**2),Log(S3-2 x H+**2),Log(S3O6-2 x H+**2),Log(S4-2 x H+**2),Log(S4O6-2 x H+**2),Log(S5-2 x H+**2),Log(S5O6-2 x H+**2),Log(SCN- x H+**1),Log(SO3-2 x H+**2),Log(SO4-2 x H+**2),Log(SiF6-2 x H+**2)
100111AD,0.0,0.0,11.6,32.4,-6.0,4.62e-05,5.45e-07,0.0,0.013049165,0.0,2.08e-06,0.0,7.1e-05,3.46e-05,0.018105639,7.46e-05,0.000266874,2.84e-07,0.002183014,0.0,5.41e-06,0.9949001721910724,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-53.9765,-11.6081,-5.0018,-4.5517,-8.2101,-8.4937,-2.9525,-5.1562,-7.5049,,-3.8622,-6.8054,-1.9505,-21.2532,-33.5358,-32.2939,-35.2971,,,,,,,,,,,,,-11.6,-40.4732,-63.2786,-0.000308756,-20.6799,-10.0284,,-6.3237,-14.2884,-25.3522,,,,,-58.6467,,-17.0391,-20.6431,-5.3316,-51.3671,-15.5181,-38.7526,-6.5725,-3.6463,,-8.0448,-22.5418,-6.2245,-8.7403,-4.5354,-7.9712,-6.3534,-9.069,-12.3586,-12.4021,-7.0945,-9.1632,,-6.9078,-10.8249,-16.6072,-57.9343,-4.1286,-6.7042,,-4.2135,-1.8132,,-4.514,,-6.6372,-4.1868,-7.0785,-8.9406,-71.8237,-2.171,,-80.6238,-61.329,-61.0255,-47.0231,-5.9961,,-8.6782,-6.7314300000000005,,-6.35815,,22.030479999999997,0.62192,-6.738410000000001,0.38201999999999997,0.82321,-7.06964,1.11594,-7.80658,-7.44705,-7.44705,-8.041780000000001,-1.89641,-2.4384099999999997,-4.9313,,-4.81203,,-7.49206,,,,-5.47883,,,-1.4883899999999999,-9.39138,-6.431769999999999,,-6.69942,,-9.101180000000001,-9.519739999999999,,-2.57996,0.429,-0.5489999999999999,0.018000000000000002,,6.8818,3.4409,0.0014936513067000002,0.0237095,0.02170426568,-0.020957440027,0.022451091333,0.04340853136,0.0242868,,,,,-126.44583,20.247510000000002,-13.550510000000001,-32.853159999999995,-45.1358,-43.89387,-46.89714,,,,-17.92369,-16.93161,-50.35257,7.95366,7.064610000000001,16.105529999999998,-102.5711,-81.13428,4.89581,,-15.81354,9.786769999999999,-83.42368,-264.04942,-170.42682,-160.21457,-130.77247,-103.82382,-84.52897,-240.44476,-211.71751,-475.12222,-303.94924,-451.94735,-424.63770999999997,-219.23765,-70.22310999999999,-29.19605,
140114R,0.0,0.0,11.6,21.1,-6.0,4.15e-05,2.44e-06,0.0,0.0071,4.55e-06,2.11e-05,7.55e-07,1.12e-05,1.53e-06,0.0081,1.98e-05,0.000225,1.46e-06,0.00185,1.13e-05,1.87e-06,0.9979960933172569,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.3899,-36.6051,-20.8225,-36.0126,-56.6108,-55.708,-11.416,-4.971,-4.6163,-8.0818,-7.7705,-2.9446,-5.4437,-7.9541,,-4.3652,-5.7571,-2.1989,-21.8938,-34.447,-32.958,-35.7948,,-24.2468,-29.3419,-26.6021,-37.0328,,,-21.7274,-11.9916,-4.9995,-22.0824,-20.049,-11.6,-42.3296,-67.2048,-0.000153894,-21.3033,-10.3236,-23.7937,-6.195,-14.4779,-25.9047,,,-6.9036,-18.9826,-62.6901,-14.5034,-17.9364,-21.4708,-5.7776,-52.1581,-14.5773,-38.5588,-5.8429,-3.7019,-10.8595,-8.4812,-21.7928,-6.6999,-7.7387,-5.8698,-9.5846,-8.0567,-8.1807,-11.3264,-10.7422,-6.1789,-8.5034,,-6.407,-8.872,-18.9536,-62.1671,-4.7062,-6.9405,-6.1698,-5.0002,-2.1446,-8.9038,-5.1261,,-6.0949,-4.8874,-6.3645,-8.86,-75.5458,-2.5396,,-80.8634,-60.4199,-61.9273,-47.7542,-4.9216,,-7.84,-5.505719999999999,19.1361,-4.82682,,89.3772,0.55525,-5.00162,0.61539,0.7498100000000001,-5.390569999999999,5.12355,-6.124969999999999,-5.773630000000001,-5.773630000000001,-6.38641,0.51162,-1.28714,-3.10914,,-2.84963,6.73227,-7.960789999999999,14.14228,,,-4.2630300000000005,-1.4999,-9.91974,-0.78377,-7.683039999999999,-6.29106,26.655790000000003,-5.02033,,-9.0169,-2.22644,1.29319,-2.0129,0.46799999999999997,-0.505,0.051,0.18,13.2215,6.6108,0.0014761155567999998,0.012972299999999999,0.011164489978,-0.0104264322,0.011902547757,0.022328979957,0.013217700000000002,-16.98988,-48.20515,-47.612559999999995,-68.21077,-132.12233,20.25543,-13.798910000000001,-33.493759999999995,-46.04698,-44.557970000000005,-47.39481,,-1.0467600000000001,5.45805,-17.794970000000003,-17.37763,-50.15876,7.898110000000001,5.730169999999999,17.02105,-108.70228,-85.36712,4.65946,-17.769820000000003,-16.60025,9.45537,-87.14582,-272.19937999999996,-174.08091000000002,-163.20356999999998,-132.3303,-104.06336999999999,-83.61991,-247.23618,-215.00797000000003,-489.29240999999996,-309.90174,-464.77473,-433.92790999999994,-227.45892999999998,-70.95423000000001,-28.12159,
120111A,0.0,0.0,11.6,22.3,-6.0,8.66e-05,7.88e-06,0.0,0.00462046,1.34e-06,1.31e-05,1.67e-06,6.29e-05,2.29e-06,0.005331289,5.87e-06,0.000144897,2.04e-06,0.00131,0.0,8.47e-07,0.9977245725989832,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.9148,-38.2189,-21.3276,-36.4982,-57.0388,-55.117,-11.0356,-4.5712,-4.3427,-7.8305,-7.3379,-3.0816,-5.7563,-8.4567,,-4.446,-6.0616,-2.3789,-22.0308,-34.5544,-33.0925,-35.9476,,,,,,,,,,,,,-11.6,-42.1264,-65.4364,-0.000113097,-21.2347,-10.6786,-24.313,-5.8066,-14.6651,-26.0518,,,,,-60.9084,-14.1637,-17.169,-21.3793,-6.1152,-52.1252,-14.7342,-38.6341,-5.2741,-3.8857,-11.5582,-8.8308,-22.1192,-6.8371,-8.0919,-5.688,-9.5799,-7.834,-7.6299,-10.7925,-10.0306,-6.0337,-8.5381,,-6.2165,-8.8939,-17.359,-60.3639,-5.2339,-7.5057,-5.8191,-4.2445,-2.3194,-9.5981,-5.4777,,-5.7171,-5.0212,-6.7073,-8.8695,-74.0664,-2.4985,,-80.9443,-60.6269,-61.8831,-47.727,-5.0923,,-7.2829,-3.9190199999999997,,-5.2464,-7.356,127.98353,0.9217,-3.97718,0.9230700000000001,1.11696,-4.6923699999999995,7.448289999999999,-5.42704,-5.07483,-5.07483,-5.685630000000001,2.15707,-0.17427,-2.09389,,-1.51706,,-8.47729,,,,-3.5163900000000003,,-8.39817,0.16597,-6.98796,-5.97383,,-4.32212,-7.50085,-9.56349,1.50215,8.31321,-1.38078,0.46399999999999997,-0.507,0.057,0.18899999999999997,-4.2403,-2.1202,-0.00034450993977999997,0.00939939,0.008124648554,-0.0082969035239,0.0079523935842,0.016249297108,0.00960582,-17.51482,-49.81889,-48.09818,-68.63882,-130.42869,20.1184,-13.978929999999998,-33.63077,-46.1544,-44.69251,-47.54764,,,,-17.40665,-17.71525,-50.234120000000004,7.7143,5.911980000000001,17.16626,-106.69171000000001,-83.56385999999999,4.09435,-17.41913,-15.844470000000001,9.28059,-85.6664,-271.41317000000004,-173.7875,-162.98311999999999,-132.26671000000002,-104.14428000000001,-83.8269,-246.98602000000002,-214.80858999999998,-487.95469,-309.46488,-463.97134000000005,-433.17913,-225.54056,-70.92698,-28.29229,
120113J,0.0,0.0,11.6,25.8,-6.0,9.22e-05,3.82e-06,2.11e-08,0.003558232,9.16e-07,4.76e-06,2.79e-06,3.87e-05,2.38e-06,0.004195903,2.41e-05,0.000102271,5.88e-07,0.00172,0.0,8.47e-07,0.9968514193180694,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-6.0805,-38.8257,-21.4363,-36.5508,-56.9259,-54.6188,-11.1431,-4.6251,-4.2534,-7.8035,-7.5063,-2.97,-5.7449,-8.5874,-9.9964,-4.1732,-6.3893,-2.4929,-22.0212,-34.4596,-33.0757,-35.9833,-7.7205,,,,,,,,,,,,-11.6,-41.542,-65.1197,-0.000107029,-21.0381,-10.7279,-24.4618,-5.8926,-14.7988,-26.0707,-16.141,-24.4781,,,-60.5543,-13.9725,-17.3462,-21.1173,-6.1158,-51.9879,-15.1426,-38.8077,-5.5574,-4.0377,-11.8466,-9.0554,-22.6376,-6.856,-8.6886,-5.6726,-9.6695,-7.7019,-8.2548,-11.4644,-10.9082,-6.6221,-9.2393,-12.9764,-6.6745,-9.9206,-17.5408,-59.9487,-4.62,-6.9991,-5.5967,-4.4559,-2.424,-9.8524,-5.6866,-11.133,-6.1511,-5.0089,-7.2529,-8.8958,-73.3994,-2.3814,,-81.0922,-61.1369,-61.7123,-47.6073,-5.5415,-74.0245,-7.6002,-4.52498,,-5.72118,,85.47218000000001,1.03966,-5.38264,0.44503000000000004,1.237,-5.27634,4.861759999999999,-6.01179,-5.6570599999999995,-5.6570599999999995,-6.262169999999999,1.03128,-0.8961399999999999,-3.12825,,-3.0009799999999998,,-8.888710000000001,,,,-4.355580000000001,,-8.503039999999999,-0.36845,-7.978689999999999,-6.42359,,-4.9061,,,-2.23025,2.33073,-1.46649,0.452,-0.521,0.04,0.16699999999999998,-9.3014,-4.6507,-0.0007355162254299999,0.00953438,0.007907565481800001,-0.0082753235945,0.007539807369100001,0.015815130963999998,0.00985893,-17.68051,-50.425709999999995,-48.15084,-68.52586,-129.14609,20.23004,-14.0929,-33.62117,-46.05965,-44.67566,-47.583290000000005,-19.320520000000002,,,-17.492620000000002,-17.71576,-50.40772,7.5623,5.92735,16.57788,-105.67981,-83.14872,4.60086,-17.19673,-16.05592,9.17597,-84.99942,-269.06926,-172.85981,-162.265,-131.9994,-104.29224,-84.33693000000001,-245.21201000000002,-214.10802,-483.93962999999997,-308.03857999999997,-460.52123,-430.81368,-223.56898999999999,-70.80735,-28.74147,-97.2245
100108L,0.0,0.0,11.6,29.2,-6.0,6.86e-05,8.9e-07,0.0,0.008439178,0.0,5.05e-06,0.0,1.29e-05,2.79e-05,0.010611954,3.17e-05,0.000220287,6.95e-07,0.001938123,0.0,5.96e-06,0.9958937658905996,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.2572,-11.3576,-4.7921,-4.3833,-7.9908,-8.2241,-2.9642,-5.3617,-7.8668,,-4.0145,-6.3985,-2.1299,-21.5407,-33.8981,-32.5881,-35.5456,,,,,,,,,,,,,-11.6,-40.9861,-65.3924,-0.00020423200000000002,-20.8516,-9.9369,,-6.0885,-14.453,-25.6164,,,,,-60.792,,-17.8017,-20.8699,-5.28,-51.4544,-15.1276,-38.569,-6.2857,-3.7181,,-8.333,-22.262,-6.411,-8.389,-4.6173,-8.2418,-6.5363,-8.4117,-11.664,-11.6481,-6.6298,-8.8814,,-6.5579,-9.9424,-18.2862,-60.1301,-4.5006,-6.9819,,-4.9447,-2.0342,,-4.9239,,-6.5325,-4.5087,-6.8796,-8.9197,-73.1664,-2.2713,,-80.4274,-60.8159,-61.1453,-47.0922,-5.5669,,-8.361,-5.8957,,-5.7631,,59.194359999999996,0.85877,-5.3823,0.74236,1.0581399999999999,-6.47735,3.3670199999999997,-7.21357,-6.85637,-6.85637,-7.4560699999999995,-0.70624,-1.28775,-4.00464,,-3.5518699999999996,,-7.958710000000001,,,,-4.56565,,-9.525319999999999,-0.89759,-8.33739,-6.09821,,-6.10712,,-9.31027,-6.10508,-5.01772,-2.32193,0.44,-0.537,0.025,,-0.6238,-0.3119,-9.0700877115e-05,0.0163517,0.014539774961999999,-0.014585125400000001,0.014494424523,0.029079549923,0.0167587,,,,,-128.32792,20.23585,-13.72985,-33.14071,-45.49814,-44.188109999999995,-47.145559999999996,,,,-17.68853,-16.88004,-50.16896,7.8818600000000005,6.98272,16.57025,-105.29248999999999,-83.33009,4.6180900000000005,,-16.54469,9.56578,-84.7664,-266.03598,-171.17263,-160.77693,-130.93984,-103.62738,-84.0159,-241.88302000000002,-212.23287000000002,-478.51016,-305.0695,-454.79132999999996,-426.54854000000006,-221.69205,-70.29219,-28.7669,
100108N,0.0,0.0,11.6,27.6,-6.0,3.95e-05,4.34e-07,0.0,0.00828349,0.0,5.8e-06,0.0,0.0,2.95e-05,0.0104278,0.0,0.000213793,8.89e-07,0.001754978,0.0,0.0,0.9963573892151396,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.716,-11.5468,-5.0031,-4.6398,-8.2207,-8.5727,-2.9948,-5.4059,-7.9059,,-4.1167,-6.3662,-2.1365,-21.6023,-33.9977,-32.6531,-35.5872,,,,,,,,,,,,,-11.6,-41.2463,,-0.00019492099999999997,-20.9388,,,-6.2862,-14.4518,-25.6659,,,,,,,,-20.9856,,-51.6481,-15.0787,-38.6249,-6.6013,-3.7295,,-8.3697,-22.2438,-6.4809,-8.335,-4.5911,-8.2267,-6.5616,-8.4945,-11.7271,-11.8253,-6.4931,-8.7527,,-6.4794,-9.7431,,,,,,,-2.0402,,-4.9413,,-6.8341,-4.5663,-6.8219,-8.9086,,-2.3227,,-80.6265,-60.8542,-61.3549,-47.2771,-5.4989,,-8.6613,-6.95113,,-5.705019999999999,,49.63993,0.5070899999999999,-5.414540000000001,0.78555,0.7055,-6.81542,2.81331,-7.55128,-7.195239999999999,-7.195239999999999,-7.79747,-1.55049,-1.75541,-4.31234,,-3.8296300000000003,,-7.929289999999999,,,,-4.68194,,,-1.40726,-8.38376,-6.068219999999999,,-6.445180000000001,,-9.263639999999999,-7.34525,-7.947039999999999,-2.86117,0.446,,,,2.225,1.1125,0.00030817164539,0.015512200000000002,0.013850512479,-0.013696426657,0.014004598302,0.027701024959,0.0157904,,,,,,20.20518,-13.73655,-33.20235,-45.59771,-44.25308,-47.18723,,,,-17.886229999999998,,-50.22486,7.8705300000000005,7.00891,16.70693,,,,,,9.5598,,-267.34334,-171.85013,-161.36128,-131.32368,-103.82654000000001,-84.05422,,-212.94247000000001,-480.82703,-306.23514,,-428.26471,,-70.47713,-28.6989,
100108Q,0.0,0.0,11.6,22.9,-6.0,8.4e-05,2.47e-06,0.0,0.007591862,0.0,2.53e-05,0.0,0.0,1.51e-05,0.009186525,0.0,0.000198107,6.36e-06,0.001190104,0.0,0.0,0.9975833665235743,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-55.0159,-11.0393,-4.5654,-4.3969,-7.8956,-7.9751,-3.1469,-5.6099,-8.1059,,-4.4835,-5.8629,-2.1695,-21.8,-34.3089,-32.8605,-35.7247,,,,,,,,,,,,,-11.6,-42.0254,,-0.00016486900000000002,-21.2007,,,-5.8065,-14.4592,-25.826,,,,,,,,-21.3339,,-51.7614,-14.4648,-38.3242,-5.8464,-3.7569,,-8.4855,-21.7139,-6.6853,-7.7,-4.8756,-8.5566,-7.0014,-7.1513,-10.3222,-10.1342,-5.5639,-7.8588,,-5.7242,-8.1599,,,,,,,-2.0898,,-5.037,,-6.0678,-4.7714,-6.214,-8.8741,,-2.4782,,-80.2898,-60.0351,-61.5136,-47.3662,-4.8299,,-7.8611,-4.895969999999999,,-4.98188,-8.95529,133.76029,0.8474799999999999,-2.6492400000000003,1.6154600000000001,1.0431,-5.5014400000000006,7.91003,-6.2362400000000004,-5.88361,-5.88361,-6.4934199999999995,1.20579,0.40225,-2.2057900000000004,,-0.93165,,-7.90188,,-9.70386,,-2.86555,,-9.40398,0.02502,-6.36324,-5.27656,,-5.1312,-9.59983,-9.13364,0.34957,5.25833,-2.21919,0.462,,,,1.7457,0.8729,0.00020143673692,0.012717200000000001,0.011538913641,-0.011438195273,0.01163963201,0.023077827283,0.0129137,,,,,,20.053079999999998,-13.769520000000002,-33.39998,-45.90889,-44.46048,-47.3247,,,,-17.40654,,-49.924209999999995,7.8431,6.7244,17.636110000000002,,,,,,9.51022,,-270.32756,-172.9469,-162.17878000000002,-131.54036000000002,-103.48978000000001,-83.23506,,-213.66727999999998,-485.89997999999997,-307.85805,,-431.0698,,-70.56617,-28.02989,
100108R,0.0,0.0,11.6,27.9,-6.0,5.55e-05,7.76e-07,0.0,0.007277422,0.0,1.59e-05,0.0,0.0,1.48e-05,0.008885264,0.0,0.000183484,1.27e-06,0.001696265,0.0,0.0,0.9962721915203092,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.5141,-11.3955,-4.8477,-4.4925,-8.0784,-8.3067,-3.0057,-5.4696,-8.026,,-4.1141,-5.9283,-2.1907,-21.6461,-34.0344,-32.6963,-35.6348,,,,,,,,,,,,,-11.6,-41.1973,,-0.000176175,-20.9224,,,-6.1333,-14.5075,-25.712,,,,,,,,-20.9637,,-51.1511,-14.6274,-38.1538,-6.3248,-3.7935,,-8.4844,-21.8529,-6.5339,-7.9509,-4.8885,-8.5775,-6.8493,-8.1833,-11.4196,-11.395,-6.3388,-8.6524,,-6.3142,-9.1402,,,,,,,-2.1075,,-5.0619,,-6.6287,-4.6238,-6.4406,-8.9107,,-2.313,,-79.668,-59.926,-60.8549,-46.7818,-5.0511,,-8.3877,-5.95316,,-5.10441,,73.49710999999999,0.70944,-4.75322,1.02542,0.90804,-6.45309,4.25887,-7.189019999999999,-6.83276,-6.83276,-7.43452,-0.56924,-1.1241,-3.70778,,-2.98275,,-8.105410000000001,,,,-4.25292,,-9.77019,-0.78769,-7.96775,-5.82592,,-6.08285,,-9.439919999999999,-5.1731300000000005,-3.8123199999999997,-2.48398,0.445,,,,-4.2647,-2.1323,-0.00053540426329,0.0141637,0.012554410723999999,-0.012822112856,0.012286708592000001,0.025108821447999998,0.0144597,,,,,,20.19434,-13.79069,-33.246140000000004,-45.634370000000004,-44.29625,-47.234790000000004,,,,-17.73334,,-49.753820000000005,7.80645,6.71145,16.86115,,,,,,9.49249,,-266.17615,-170.80151999999998,-160.33021000000002,-130.33036,-102.86799,-83.12595999999999,,-211.42732,-478.54877999999997,-304.17364,,-425.63905,,-69.98175,-28.251140000000003,
140111F,0.0,0.0,11.6,23.8,-6.0,4.1e-05,1.05e-05,2.58e-06,0.00466,2.98e-06,1.13e-05,0.0,1.49e-06,2.05e-06,0.00586,1.55e-05,0.000139,3.82e-06,0.00169,0.0,6.78e-06,0.9973648856148939,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.57,-37.2321,-20.9582,-36.1046,-56.5739,-55.2757,-11.4555,-4.9675,-4.6172,-8.1321,-7.1105,-2.9732,-5.641,-8.3525,-7.9201,-4.2681,-6.0312,-2.3777,-21.9763,-34.4632,-33.0349,-35.9127,-5.635,,,,,,,,,,,,-11.6,-41.8744,-68.3735,-0.000122653,-21.1499,-9.7989,-23.961,-6.217,-14.6726,-26.0097,-14.0714,-20.3314,,,-63.8293,,-18.7822,-21.2661,-5.2143,-51.9545,-14.7988,-38.5976,-5.1563,-3.9066,-11.2216,-8.8327,-22.1868,-6.8005,-8.193,-5.7391,-9.626,-7.8346,-7.7692,-10.9523,-9.6659,-5.7841,-8.2869,-10.0547,-5.9106,-8.7217,-20.5112,-63.2582,-4.812,-7.13,,-5.8724,-2.2811,-9.2082,-5.4341,-8.9125,-5.581,-4.9324,-6.7476,-8.881,-75.6888,-2.4478,,-80.785,-60.6238,-61.6982,-47.5637,-5.1743,-61.0037,-7.1797,-2.67928,,-5.21662,-3.3300699999999996,153.68646,0.54672,-3.7183900000000003,1.40238,0.74287,-4.61672,9.04417,-5.35173,-4.99844,-4.99844,-5.60679,3.09233,-0.73228,-1.52711,-5.68328,-0.45879,,-8.471919999999999,,,,-3.69915,,-6.8619699999999995,1.02873,-7.235589999999999,-5.48245,,-4.24648,-5.164540000000001,-9.66093,3.25875,11.94098,-1.00987,0.45899999999999996,-0.519,0.037000000000000005,,6.3206,3.1603,0.00056711097285,0.010603200000000002,0.008972427796999999,-0.0086888723105,0.0092559832834,0.017944855593999998,0.0108258,-17.17,-48.8321,-47.704609999999995,-68.17385999999999,-131.7856,20.226760000000002,-13.977739999999999,-33.57629,-46.06321,-44.63492,-47.51271,-17.23499,,,-17.816979999999997,-16.814329999999998,-50.197590000000005,7.69343,5.86095,17.41593,-109.32886,-86.45817,4.4699599999999995,,-17.472360000000002,9.31891,-87.28881,-270.17919,-173.1643,-162.45032,-131.92833000000002,-103.985,-83.82382,-245.09682,-214.17192999999997,-485.77716,-308.40385,-461.13645,-431.60159000000004,-226.48892999999998,-70.76369,-28.37432,-84.20371999999999
090119R,0.0,0.0,11.6,16.6,-6.0,0.00023715,2.02e-05,5.79e-07,0.00526888,2.77e-06,7.4e-05,0.0,3.39e-05,6.92e-07,0.006886542,0.0,0.000151081,1.05e-05,0.000199601,0.0,0.0,0.9988783682546453,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.5967,-37.0742,-21.105,-36.3696,-57.1873,-55.3233,-10.2276,-3.8604,-4.5369,-7.9152,-7.8375,-3.9359,-6.5705,-9.1614,-9.5423,-5.5711,-6.1434,-2.3189,-22.1779,-34.8441,-33.2514,-36.0183,-6.2769,,,,,,,,,,,,-11.6,-43.1047,-67.2027,-0.000113958,-21.5651,,-24.0211,-5.0389,-14.5688,-26.1492,-14.7698,-21.7041,,,-62.7393,,-17.4899,-21.8217,,-52.3182,-14.0121,-38.3042,-4.9172,-3.8642,-11.2665,-8.8175,-21.4434,-7.0412,-7.2887,-6.2036,-10.0485,-8.5469,-6.1889,-9.2676,-8.9034,-5.2767,-7.7197,-10.1914,-5.6772,-7.366,-18.2873,-62.3008,,,,-4.51,-2.2052,-9.1912,-5.3181,-9.5064,-5.1669,-5.105,-5.8177,-8.8226,-75.1789,-2.6977,,-80.6235,-59.6983,-62.1286,-47.8941,-4.3056,-64.2083,-6.8704,-5.31422,,-5.30775,2.06649,177.20911,0.67488,-1.47514,1.39455,0.86679,-3.8962800000000004,10.42955,-4.629659999999999,-4.28156,-4.28156,-4.90191,2.49077,1.4686,-0.87074,-8.44177,0.13195,,-8.06095,,-6.1813,,-1.6276700000000002,,,-0.30796999999999997,-4.8547199999999995,-5.54739,,-3.52605,-0.7087600000000001,-9.184619999999999,6.04039,13.51632,-2.27914,0.484,,,,-8.9848,-4.4924,-0.0006933876722500001,0.00816036,0.0077173837397,-0.008064077575799999,0.007370689903499999,0.015434767479000001,0.00808931,-17.19669,-48.674209999999995,-47.96958,-68.78728000000001,-132.57328,19.2641,-13.91888,-33.77795,-46.44408,-44.8514,-47.6183,-17.876910000000002,,,-16.63888,,-49.90423,7.735810000000001,5.3964,17.92334,-109.62551,-85.50078,,,-16.10998,9.3948,-86.77888,-275.27037,-175.27032,-164.11435,-132.64217,-103.8235,-82.89832,,-215.87185,-494.53593,-311.70545,,-436.9565,-228.8013,-71.09409000000001,-27.50563,-87.40827
